"site_code.x","project_name","community_type","mode_yr","site_proj_comm","OID_","site_code.y","Latitude","Longitude","MAP","MAT","GDiv","ANPP","HumanDisturbance","N_Deposition"
"Tibet_Site3_Bangoin_Pengcuo_South","0","0",1,"Tibet_Site3_Bangoin_Pengcuo_South",369,"Tibet_Site3_Bangoin_Pengcuo_South",31.42,91.02,448,-0.9,19,NA,14.1426249,1066.313721
"Tibet_Site4_Bangoin_Pubao","0","0",2,"Tibet_Site4_Bangoin_Pubao",370,"Tibet_Site4_Bangoin_Pubao",31.39,90.31,405,-1.3,22,NA,11.4464636,1066.313721
"Tibet_Site5_Bangoin_Marqian","0","0",2,"Tibet_Site5_Bangoin_Marqian",371,"Tibet_Site5_Bangoin_Marqian",31.83,89.93,376,-1.4,16,NA,9.2681494,1066.313721
"Tibet_Site6_Shuanghu_Beicuo","0","0",1,"Tibet_Site6_Shuanghu_Beicuo",372,"Tibet_Site6_Shuanghu_Beicuo",33.24,87.71,250,-3.9,9,NA,8.6481171,151.9635468
"Tibet_Site7_Nyima_Erjiu","0","0",1,"Tibet_Site7_Nyima_Erjiu",373,"Tibet_Site7_Nyima_Erjiu",31.94,86.89,258,-0.2,6,NA,9.085247,964.0997925
"Tibet_Site8_Nyima_Arsuo","0","0",1,"Tibet_Site8_Nyima_Arsuo",374,"Tibet_Site8_Nyima_Arsuo",31.94,86.62,258,-0.9,8,NA,8.1405878,964.0997925
"Tibet_Site9_Nyima_Zhongcang","0","0",1,"Tibet_Site9_Nyima_Zhongcang",375,"Tibet_Site9_Nyima_Zhongcang",31.97,85.12,225,-0.5,9,NA,8.3983612,964.0997925
"Tierber_Karoo_Research_Centre","0","0",1,"Tierber_Karoo_Research_Centre",376,"Tierber_Karoo_Research_Centre",-33.22,22.35,176,14.7,16,NA,4.303051,75.0009003
"VictoriaRiverResearchStation","0","0",1,"VictoriaRiverResearchStation",377,"VictoriaRiverResearchStation",-16.07,130.95,780,27.5,20,108,4.0004387,233.3781281
"Washington_LTMurray","0","0",4,"Washington_LTMurray",378,"Washington_LTMurray",48,-120.83,569,4.7,29,22,4.0632463,247.0965118
"Washington_OakCreek","0","0",4,"Washington_OakCreek",379,"Washington_OakCreek",46.72,-120.82,526,7.7,45,199.5,12.9336214,216.0787811
"Washington_Sinlahekin","0","0",3,"Washington_Sinlahekin",380,"Washington_Sinlahekin",48.72,-120.65,737,0.6,64,97,4.5959225,247.0965118
"Washington_Wenas","0","0",4,"Washington_Wenas",381,"Washington_Wenas",46.82,-120.65,526,7.5,27,13,11.9079132,216.0787811
"Westwater","0","0",1,"Westwater",382,"Westwater",39.19,-109.2,242,10.8,20,NA,18.9512463,297.7605896
"Wild Cow Point","0","0",3,"Wild Cow Point",383,"Wild Cow Point",37.92,-109.95,349,9.3,25,NA,10.3598557,274.468689
"YMN","NitAdd","0",1,"YMN_NitAdd_0",131,"YMN",36.25,106.41,451,6.2,48.81452441,196.4816667,10.2705278,1834.01355
"abisko.se","0","0",1,"abisko.se",384,"abisko.se",68.319867,18.740062,390,-0.804166615,19,113.11,1.0581317,160.613739
"ahth.is","0","0",1,"ahth.is",385,"ahth.is",65.13335,-19.67206,615,0.833333294,58,158.726325,8.0469894,94.7657242
"ains_dn.uk","0","0",2,"ains_dn.uk",386,"ains_dn.uk",53.59,-3.07,807,9.816666683,38,370.625,28.4049702,692.541626
"aish.ca","0","0",1,"aish.ca",387,"aish.ca",61.5653,-137.28284,246,-3.466666593,32,112.155,12,59.1627655
"amcamp.us","0","0",1,"amcamp.us",388,"amcamp.us",48.46504064,-123.0143109,580,10.00000001,26,441.0070733,18.521286,224.0832367
"amlr.is","0","0",1,"amlr.is",389,"amlr.is",65.13335,-19.67206,615,0.833333294,37,12.113075,8.0469894,94.7657242
"anti.ec","0","0",1,"anti.ec",390,"anti.ec",-0.467083333,-78.162,846,2.425000002,64,1282.8125,3.941396,574.4157715
"arch.us","0","0",1,"arch.us",391,"arch.us",27.17034,-81.21828,1205,22.73333335,82,388.9983333,2.1501467,227.4994202
"arde.ir","0","0",1,"arde.ir",392,"arde.ir",38.85485507,47.78073504,449,10.06666666,237,92.00366884,12.0367622,400.3489685
"azi.cn","0","0",4,"azi.cn",393,"azi.cn",33.67,101.87,711,1.362500006,88,361.1691667,13.8380547,1045.707642
"azitwo.cn","0","0",1,"azitwo.cn",394,"azitwo.cn",33.58,101.53,733,-1.12083332,109,325.485688,9.0963058,1045.707642
"badlau.de","0","0",1,"badlau.de",395,"badlau.de",51.392138,11.877969,523,9.329166727,72,384.8850833,37.8599472,1475.484863
"bari.ar","0","0",1,"bari.ar",396,"bari.ar",-41.00644,-71.15323,787,8.787500066,40,207.3658333,4.3956652,114.403801
"barta.us","0","0",1,"barta.us",397,"barta.us",42.244586,-99.6518,581,9.066666578,55,225.3733333,6.5036454,780.62323
"bayr.de","0","0",1,"bayr.de",398,"bayr.de",49.91666667,11.58333333,745,8.508333363,72,162.6522292,24.030653,1475.484863
"bldr.us","0","0",1,"bldr.us",399,"bldr.us",39.972022,-105.233544,487,9.904166626,49,136.12625,43.7494888,469.1299133
"bnbt.us","0","0",1,"bnbt.us",400,"bnbt.us",39.597007,-95.086276,944,12.39166659,58,893.3861111,23.0694714,933.4368896
"bnch.us","0","0",1,"bnch.us",401,"bnch.us",44.27668543,-121.9680169,1618,6.770833284,60,268.9700001,8.0125771,216.0787811
"bogong.au","0","0",1,"bogong.au",402,"bogong.au",-36.874,147.254,1678,5.983333338,46,527.1584222,12.1058798,218.6474762
"bttr.us","0","0",4,"bttr.us",403,"bttr.us",44.281312,-121.94836,1623,6.499999925,66,231.3333342,8.0450287,216.0787811
"bunya.au","0","0",1,"bunya.au",404,"bunya.au",-26.892138,151.606667,817,15.48749996,17,1233.2155,8.5247698,192.3121185
"burrawan.au","0","0",1,"burrawan.au",405,"burrawan.au",-27.736138,151.139131,643,18.2249999,43,199.1190694,3.8923032,255.264267
"burren.ie","0","0",1,"burren.ie",406,"burren.ie",53.072023,-8.992624,1320,9.766666715,82,466.0844444,10.6343393,439.7623901
"bynb.cn","0","0",4,"bynb.cn",407,"bynb.cn",42.8847,82.7088,394,-6.566666729,17,109.0333333,1.7372631,273.6609802
"cammead.us","0","0",2,"cammead.us",408,"cammead.us",47.4725,-120.583828,653,6.608333242,17,156.121,8.8053961,216.0787811
"cbgb.us","0","0",1,"cbgb.us",409,"cbgb.us",41.78506667,-93.38538333,871,9.258333459,104,409.6848542,20.5506706,933.4368896
"cdcr.us","0","0",1,"cdcr.us",410,"cdcr.us",45.425,-93.2115,740,6.337500023,124,175.6922867,11.9094782,897.5437012
"cdpt.us","0","0",1,"cdpt.us",411,"cdpt.us",41.206,-101.643,456,9.637500077,85,161.2706278,8.5513105,780.62323
"cedr.us","0","0",1,"cedr.us",412,"cedr.us",45.404149,-93.200656,740,6.337500023,43,292.8166667,15.3766022,897.5437012
"cereep.fr","0","0",1,"cereep.fr",413,"cereep.fr",48.28,2.66,632,10.81666666,143,523.7215152,20.7824402,1476.593506
"chilcas.ar","0","0",1,"chilcas.ar",414,"chilcas.ar",-36.275556,-58.265556,955,15.09166658,104,586.2433333,13.9423313,456.0420227
"chur_dn.us","0","0",1,"chur_dn.us",415,"chur_dn.us",47.1790273,-88.6147752,810,4.825000058,43,302.45875,12.6334248,816.6661377
"colhill.us","0","0",1,"colhill.us",416,"colhill.us",45.706047,-121.068688,584,9.695833377,26,64.277,6.0462995,216.0787811
"comp.pt","0","0",1,"comp.pt",417,"comp.pt",38.82928,-8.791406,564,16.58333332,104,262.8807333,8.4309464,351.6945801
"cowi.ca","0","0",1,"cowi.ca",418,"cowi.ca",48.8088,-123.6301,762,10.44583333,28,475.4432889,32.258316,224.0832367
"derr.au","0","0",1,"derr.au",419,"derr.au",-37.80694444,144.7913889,565,14.76666677,19,123.1666667,28.2165852,238.2455902
"doane.us","0","0",1,"doane.us",420,"doane.us",40.6954,-96.8541,739,10.64999998,41,248.9673077,11.505043,933.4368896
"drake.za","0","0",1,"drake.za",421,"drake.za",-28.96104204,29.267586,1134,14.35833343,28,318.2166667,9.160696,453.3308411
"elkh.us","0","0",4,"elkh.us",422,"elkh.us",36.867861,-121.739944,815,14.12916663,22,953.9333333,43.1867828,354.2384033
"elliot.us","0","0",1,"elliot.us",423,"elliot.us",32.875,-117.052243,344,17.7124999,55,313.3120641,15.1579638,175.4421692
"elva.ee","0","0",1,"elva.ee",424,"elva.ee",58.2582861,26.35386,638,5.40833336,51,309.28,20.0947094,597.4761963
"ethamc.au","0","0",1,"ethamc.au",425,"ethamc.au",-23.7563333,138.4742833,192,24.0625,45,108.7186667,2.4789438,110.9257736
"ethass.au","0","0",1,"ethass.au",426,"ethass.au",-23.63861,138.39897,203,23.95000007,46,730.2736667,2.8501887,110.9257736
"fnly.us","0","0",1,"fnly.us",427,"fnly.us",44.404451,-123.348578,1226,11.63333345,64,257.5052624,9.5393295,199.456955
"frue.ch","0","0",4,"frue.ch",428,"frue.ch",47.114227,8.540831,1546,6.958333276,40,770.6391667,20.9215221,1479.478516
"gall.it","0","0",1,"gall.it",429,"gall.it",43.7971,10.7185,900,14.34166675,53,298.5,29.9414616,1479.478516
"gce_brackish.us","0","0",1,"gce_brackish.us",430,"gce_brackish.us",31.351333,-81.334667,1304,19.65833342,20,957.6186047,0.5009896,401.4907227
"gce_fresh.us","0","0",1,"gce_fresh.us",431,"gce_fresh.us",31.335167,-81.478667,1290,19.57083335,18,742.9225806,13.4275122,401.4907227
"gce_salt.us","0","0",1,"gce_salt.us",432,"gce_salt.us",31.519,-81.229667,1305,19.49583348,6,508.3618182,12.67134,401.4907227
"gilb.za","0","0",1,"gilb.za",433,"gilb.za",-29.28424,30.29174,943,14.14166671,89,237.6593333,12.4505749,453.3308411
"glac.us","0","0",1,"glac.us",434,"glac.us",46.86877222,-123.0343556,1354,10.54999986,17,164.6686517,19.8641205,199.456955
"glacphr.us","0","0",1,"glacphr.us",435,"glacphr.us",46.870722,-123.053588,1377,10.52500004,35,460.3205,24.4380226,199.456955
"glcr.us","0","0",1,"glcr.us",436,"glcr.us",41.339206,-96.13964,771,10.16250006,28,504.8055556,42.3704491,933.4368896
"hall.us","0","0",1,"hall.us",437,"hall.us",36.871944,-86.70167,1289,13.82916669,53,518.5583333,37.2923088,745.309021
"hart.us","0","0",1,"hart.us",438,"hart.us",42.723745,-119.49767,259,7.749999896,48,88.61111111,11.7745476,222.7404327
"hast.us","0","0",1,"hast.us",439,"hast.us",36.38809,-121.549972,975,11.37500005,32,163.2583328,8.7048197,354.2384033
"hero.uk","0","0",1,"hero.uk",440,"hero.uk",51.411,-0.639,668,10.17083331,77,508.9494588,28.7961922,976.9347534
"hiko.ir","0","0",1,"hiko.ir",441,"hiko.ir",35.94665964,53.2899,207,3.787499971,136,119.0299898,10.4774771,254.9746704
"hnvr.us","0","0",2,"hnvr.us",442,"hnvr.us",43.698655,-72.230188,1044,6.487500033,46,347.2708333,22.3259506,498.75177
"hogone.us","0","0",4,"hogone.us",443,"hogone.us",37.417,-75.686,1042,14.71249998,29,322.0666667,0.266709,551.520874
"hogtwo.us","0","0",1,"hogtwo.us",444,"hogtwo.us",37.417,-75.686,1042,14.71249998,23,NA,0.266709,551.520874
"hopl.us","0","0",1,"hopl.us",445,"hopl.us",39.01275343,-123.0603134,1065,13.2416667,128,235.014643,15.2879009,234.5391235
"hustai.mn","0","0",1,"hustai.mn",446,"hustai.mn",47.66652778,105.9677778,243,-0.49583337,53,258.1875,12.1121855,195.3711548
"jash.ir","0","0",1,"jash.ir",447,"jash.ir",35.78325667,53.17170333,185,7.70416672,29,84.546,9.2047243,254.9746704
"jasp.us","0","0",1,"jasp.us",448,"jasp.us",37.40500045,-122.2411342,574,13.85833322,34,298.2533333,18.3371391,354.2384033
"jena.de","0","0",1,"jena.de",449,"jena.de",50.938,11.528347,654,8.570833226,74,334.6221333,36.7798958,1475.484863
"jorn.us","0","0",1,"jorn.us",450,"jorn.us",32.54434074,-106.8108509,275,15.40416674,35,237.4433333,10.6174984,299.6559143
"kark.se","0","0",1,"kark.se",451,"kark.se",68.392169,18.323098,758,-1.737500047,35,100.155,0.8933744,160.613739
"kbs.us","0","0",1,"kbs.us",452,"kbs.us",42.408986,-85.3909,903,8.795833436,79,537.645125,24.3968544,977.4589844
"khos.ir","0","0",1,"khos.ir",453,"khos.ir",35.44374,50.66840667,236,16.26249986,31,83.24,7.0000701,480.7709045
"kibber.in","0","0",1,"kibber.in",454,"kibber.in",32.31972667,78.00954,400,-1.454166631,37,37.13333333,10.9348993,1539.635986
"kidman.au","0","0",1,"kidman.au",455,"kidman.au",-16.10846,130.9531,724,27.2583334,59,364.6835,1.3399652,233.3781281
"kilp.fi","0","0",1,"kilp.fi",456,"kilp.fi",69.0567,20.8747,569,-3.250000015,125,181.9470468,12.1352043,160.613739
"kiny.au","0","0",1,"kiny.au",457,"kiny.au",-36.2,143.75,408,15.59166652,117,163.4060606,15.326128,218.6474762
"kirik.ee","0","0",4,"kirik.ee",458,"kirik.ee",58.71,23.795,620,6.162500057,84,179.6343333,13.4582539,597.4761963
"klua.ca","0","0",1,"klua.ca",459,"klua.ca",61.03645,-138.38266,382,-2.429166694,19,236.38,12.1685219,48.3042488
"koffler.ca","0","0",1,"koffler.ca",460,"koffler.ca",44.024047,-79.535881,853,6.279166656,53,659.9646111,30.3274117,827.0494385
"konz.us","0","0",1,"konz.us",461,"konz.us",39.070856,-96.582821,889,12.07500006,98,444.4076923,8.8303547,933.4368896
"konzn1b.us","0","0",1,"konzn1b.us",462,"konzn1b.us",39.080936,-96.564825,892,12.01249998,68,285.865,8.9912672,933.4368896
"kord.ir","0","0",1,"kord.ir",463,"kord.ir",35.95634333,50.85471333,261,13.08750018,35,46.16633333,20.9617386,480.7709045
"lac.ca","0","0",2,"lac.ca",464,"lac.ca",50.88074,-120.44878,589,3.199999996,33,204.265,4.6180544,247.0965118
"lagoas.br","0","0",1,"lagoas.br",465,"lagoas.br",-20.982778,-51.798889,1145,23.20416669,34,240.0625,34.2626266,733.0216675
"lake.us","0","0",1,"lake.us",466,"lake.us",43.384683,-95.181052,726,7.287500044,89,592.5678571,24.2455883,897.5437012
"lakta.se","0","0",4,"lakta.se",467,"lakta.se",68.402304,18.448063,390,-0.804166615,28,230.83,1.7139158,160.613739
"lancaster.uk","0","0",1,"lancaster.uk",468,"lancaster.uk",53.98562471,-2.628417566,1522,8.008333346,34,108.9168333,5.9796925,692.541626
"lasm.ir","0","0",1,"lasm.ir",469,"lasm.ir",35.80866629,52.20467543,203,6.004166623,131,70.12571429,30.3658371,480.7709045
"lazo.ir","0","0",1,"lazo.ir",470,"lazo.ir",35.86194,52.62122,201,5.720833272,50,170.0293333,5.5287728,254.9746704
"lead.us","0","0",2,"lead.us",471,"lead.us",46.6149,-124.0484,2224,10.89583328,13,467.3916667,6.897961,199.456955
"look.us","0","0",1,"look.us",472,"look.us",44.20517707,-122.1284473,1877,6.895833333,57,222.6079538,4.0504203,216.0787811
"lubb.us","0","0",1,"lubb.us",473,"lubb.us",33.60001,-101.89765,480,15.84583325,20,99.30283333,36.0133171,643.0072021
"maerc","fireplots","0",1,"maerc_fireplots_0",83,"maerc",27.154592,-81.197218,1203,22.5,34.99404514,860.3305221,2.0446289,227.4994202
"marc.ar","0","0",1,"marc.ar",474,"marc.ar",-37.71516,-57.42451,907,14.31666676,68,682.266455,19.0511189,126.0132675
"marcel.us","0","0",1,"marcel.us",475,"marcel.us",47.229916,-118.408463,306,9.045833339,11,64.914,19.5011272,216.0787811
"mars.ca","0","0",1,"mars.ca",476,"mars.ca",60.55579,-134.4292,253,-0.979166771,30,273.025,12.7840185,59.1627655
"mcdan.us","0","0",1,"mcdan.us",477,"mcdan.us",39.528033,-77.04138,1085,11.62083337,92,441.9020833,32.5019875,845.0755005
"mcla.us","0","0",1,"mcla.us",478,"mcla.us",38.86427212,-122.4064063,936,13.97083341,80,276.6595232,17.2862701,222.7404327
"meto.us","0","0",1,"meto.us",479,"meto.us",37.417,-75.686,1042,14.71249998,19,NA,0.263664,551.520874
"mitch.au","0","0",1,"mitch.au",480,"mitch.au",-22.483584,143.323501,421,24.45416673,17,459.295,10.8403292,143.8786469
"mmounds.us","0","0",4,"mmounds.us",481,"mmounds.us",46.89134,-123.060965,1413,10.3875001,32,407.9495,20.698019,199.456955
"moab.us","0","0",2,"moab.us",482,"moab.us",38.782,-109.652,244,11.66666669,23,18.23333333,6.8204474,297.7605896
"mrapids.us","0","0",1,"mrapids.us",483,"mrapids.us",48.033488,-119.891601,279,10.29999983,15,63.768,16.9848003,247.0965118
"msla.us","0","0",1,"msla.us",484,"msla.us",46.664613,-114.0005227,340,7.316666628,62,159.6304348,9.1776562,259.0683289
"msla_2.us","0","0",1,"msla_2.us",485,"msla_2.us",46.664887,-114.001321,340,7.316666628,45,102.7395833,9.1776562,259.0683289
"msla_3.us","0","0",4,"msla_3.us",486,"msla_3.us",46.664744,-114.001678,340,7.316666628,50,92.568,9.1776562,259.0683289
"msum.us","0","0",1,"msum.us",487,"msum.us",46.86962418,-96.45352319,556,4.987500096,47,309.3291667,24.9485741,897.5437012
"mtca.au","0","0",1,"mtca.au",488,"mtca.au",-31.782138,117.610853,324,17.74583335,79,175.4526786,16.9397392,81.3067474
"nap.ca","0","0",1,"nap.ca",489,"nap.ca",50.44944,-120.31672,390,4.987500094,26,268.61,5.2365613,247.0965118
"neba.jp","0","0",1,"neba.jp",490,"neba.jp",35.23214,137.662489,2114,8.691666648,82,312.1258214,14.9371815,733.5625
"nilla.au","0","0",1,"nilla.au",491,"nilla.au",-36.896,146.007,947,13.7833333,32,152.4029048,10.8102789,218.6474762
"niwo.us","0","0",1,"niwo.us",492,"niwo.us",39.993,-105.375,446,6.579166642,42,121.735,15.053299,469.1299133
"ovor.mn","0","0",1,"ovor.mn",493,"ovor.mn",47.7688333,106.8850333,275,-1.487499878,47,177.7666667,11.9962282,195.3711548
"ozin.ir","0","0",1,"ozin.ir",494,"ozin.ir",35.65668667,52.44417667,181,9.279166674,35,58.18633333,18.7072067,480.7709045
"pape.de","0","0",1,"pape.de",495,"pape.de",53.086,7.4728,788,9.120833286,14,948.8142857,19.6201057,977.6321411
"pich.ec","0","0",1,"pich.ec",496,"pich.ec",-0.131550788,-78.57326091,2566,21.79583343,70,814.9928571,12.4300489,574.4157715
"ping.au","0","0",1,"ping.au",497,"ping.au",-32.496169,116.972947,456,16.27916669,25,254.8022963,11.5508709,61.0226746
"pinj.au","0","0",1,"pinj.au",498,"pinj.au",-27.530556,152.923222,1085,19.99166675,34,748.8666667,27.5887146,98.8913651
"podo.ec","0","0",1,"podo.ec",499,"podo.ec",-4.11,-79.16,1105,11.14583331,66,959.97,2.9739602,398.1607361
"potrok.ar","0","0",1,"potrok.ar",500,"potrok.ar",-51.91602778,-70.40744444,249,6.620833296,35,88.83148148,7.9021425,55.7273483
"rams.us","0","0",1,"rams.us",501,"rams.us",30.514411,-90.169853,1616,19.34166685,98,NA,21.578783,513.0458374
"rook.uk","0","0",2,"rook.uk",502,"rook.uk",51.406,-0.644,685,10.12916666,39,180.2163177,30.7986641,976.9347534
"saana.fi","0","0",4,"saana.fi",503,"saana.fi",69.0368,20.8433,521,-2.599999969,115,144.0631862,15.2737112,160.613739
"sage.us","0","0",1,"sage.us",504,"sage.us",39.43,-120.24,831,5.829166705,45,123.6714286,8.1665077,222.7404327
"sala.ir","0","0",1,"sala.ir",505,"sala.ir",34.51798,50.39897333,214,16.08333327,55,94.26333333,15.4418325,480.7709045
"saline.us","0","0",1,"saline.us",506,"saline.us",39.05,-99.1,608,12.10416666,122,243.9708333,9.6106682,780.62323
"sandhill.us","0","0",4,"sandhill.us",507,"sandhill.us",34.95738,-79.51774,1203,16.19166677,60,287.0052778,10.3425493,740.7620239
"sava.us","0","0",1,"sava.us",508,"sava.us",33.343894,-81.650936,1184,17.42916672,71,85.39,12.0101442,740.7620239
"sedg.us","0","0",1,"sedg.us",509,"sedg.us",34.7,-120.0166667,478,15.57500005,34,340.1313635,9.4708729,354.2384033
"sereng.tz","0","0",1,"sereng.tz",510,"sereng.tz",-2.429387,34.857435,827,21.94166656,75,298.7666667,13.4469385,265.1708069
"sevi.us","0","0",1,"sevi.us",511,"sevi.us",34.3592,-106.6905,252,13.06250015,81,138.8004132,10.014863,399.7457886
"sgs.us","0","0",1,"sgs.us",512,"sgs.us",40.81667,-104.76667,369,8.945833281,80,105.4724667,10.1270828,469.1299133
"shps.us","0","0",1,"shps.us",513,"shps.us",44.257212,-112.205337,246,5.320833323,125,127.7541667,10.5303869,339.6396484
"sier.us","0","0",1,"sier.us",514,"sier.us",39.23550963,-121.2836963,936,16.30833341,124,305.2272055,17.0412464,222.7404327
"smith.us","0","0",1,"smith.us",515,"smith.us",48.20658068,-122.624754,605,10.1833334,57,372.2603183,25.4834785,224.0832367
"spar.ca","0","0",1,"spar.ca",516,"spar.ca",49.01192,-119.60113,376,6.975,34,186.775,4.2634878,247.0965118
"spin.us","0","0",1,"spin.us",517,"spin.us",38.132222,-84.502778,1152,12.48333327,57,473.8843137,26.0706158,977.4589844
"spv.ar","0","0",1,"spv.ar",518,"spv.ar",-42.653747,-64.171606,216,13.15833343,22,71.62755,10.1908512,68.1189499
"stew.ca","0","0",1,"stew.ca",519,"stew.ca",63.4576,-136.94624,335,-3.670833309,19,162.705,9.5053911,49.5848732
"summ.za","0","0",1,"summ.za",520,"summ.za",-29.81161,30.71573,944,18.43750012,105,365.915625,31.9334984,453.3308411
"sval.no","0","0",1,"sval.no",521,"sval.no",78.69018,16.44712,302,-7.574999941,18,315.3477778,8.0125027,75.6227646
"tale.ir","0","0",1,"tale.ir",522,"tale.ir",36.13738041,50.71711769,261,8.854166721,147,153.4661279,12.3989487,480.7709045
"tatc.ca","0","0",1,"tatc.ca",523,"tatc.ca",62.3005,-136.18262,273,-2.458333294,17,267.565,8.0123043,59.1627655
"tejon_foot.us","0","0",1,"tejon_foot.us",524,"tejon_foot.us",35.0247536,-118.6777248,840,13.04583333,51,288.325,4.9004221,354.2384033
"tejon_north.us","0","0",1,"tejon_north.us",525,"tejon_north.us",34.97777778,-118.5947222,812,13.27499998,39,213.47,15.4773312,354.2384033
"tejon_south.us","0","0",1,"tejon_south.us",526,"tejon_south.us",34.97111111,-118.5819444,809,13.29999992,34,227.2916667,8.5395412,354.2384033
"temple.us","0","0",1,"temple.us",527,"temple.us",31.044,-97.349,877,19.39583355,97,845.448913,25.4188919,634.6031494
"thth.is","0","0",2,"thth.is",528,"thth.is",65.90129,-17.08927,572,1.216666658,58,296.4654333,0.7198454,110.3292236
"tmlr.is","0","0",1,"tmlr.is",529,"tmlr.is",65.90129,-17.08927,572,1.216666658,35,23.48931111,0.7198454,110.3292236
"trel.us","0","0",2,"trel.us",530,"trel.us",40.075,-88.829,992,11.07083331,25,1102.597172,16.4824734,954.3803101
"twostep.us","0","0",1,"twostep.us",531,"twostep.us",47.599999,-119.620507,242,8.44999994,14,95.2,16.1872787,216.0787811
"tyso.us","0","0",1,"tyso.us",532,"tyso.us",38.519092,-90.564792,980,12.67500002,60,478.9396875,21.6665173,954.3803101
"ucsc.us","0","0",4,"ucsc.us",533,"ucsc.us",36.984861,-122.05025,542,14.07083331,17,2138.6,36.1334839,354.2384033
"ukul.za","0","0",1,"ukul.za",535,"ukul.za",-29.670238,30.401051,832,17.65416663,205,534.2929722,21.8324795,453.3308411
"unc.us","0","0",1,"unc.us",536,"unc.us",36.00828,-79.020423,1157,14.86250004,67,330.5714667,26.1286907,740.7620239
"uwo.ca","0","0",1,"uwo.ca",537,"uwo.ca",43.193131,-81.317807,1035,7.362499919,33,259.7653333,21.9051456,827.0494385
"valm.ch","0","0",1,"valm.ch",538,"valm.ch",46.631345,10.372252,681,0.133333397,115,211.8205128,14.8282871,1479.478516
"vargrass.no","0","0",1,"vargrass.no",539,"vargrass.no",70.32797,29.5398,607,-2.049999977,86,399.0071709,0.6064544,195.3769531
"varheath.no","0","0",2,"varheath.no",540,"varheath.no",70.32797,29.5398,607,-2.049999977,47,497.5674347,0.6064544,195.3769531
"vass.se","0","0",1,"vass.se",541,"vass.se",68.416979,18.274396,778,-1.425000037,39,163.565,9.2434435,160.613739
"veluwe.nl","0","0",1,"veluwe.nl",542,"veluwe.nl",52.026547,5.807947,851,9.487499991,73,141.3243333,21.3220406,1476.593506
"wupatki.us","0","0",1,"wupatki.us",543,"wupatki.us",35.583811,-111.512906,342,21.26249993,14,107.69,12.2307711,274.468689
"yarra.au","0","0",1,"yarra.au",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
